,online_order,book_table,cuisines,approx_cost(for two people),listed_in(type),type,rate
22582,1,1,17,1200.0,2,4,3.8
10869,0,1,17,1200.0,4,4,4.2
13686,1,0,14,400.0,2,8,3.7
14997,1,0,20,350.0,2,8,2.9
188,1,0,17,200.0,2,8,4.3
28189,1,0,17,200.0,3,2,3.7
34447,1,0,17,400.0,4,8,4.2
16403,1,0,2,300.0,2,8,4.2
3222,0,1,17,800.0,3,10,4.3
41051,0,0,17,300.0,2,0,3.2
43878,0,0,17,1000.0,5,10,3.7
17568,1,0,17,1000.0,1,10,4.3
39736,1,0,17,350.0,2,2,2.8
4019,1,1,14,1100.0,2,5,4.1
35037,1,0,20,400.0,2,8,3.9
21188,1,0,17,500.0,4,8,3.7
46234,0,0,17,400.0,2,8,3.4
45554,1,0,17,400.0,3,10,4.0
16470,1,0,17,100.0,2,10,3.8
48581,1,0,17,600.0,4,4,4.2
152,1,0,17,500.0,2,9,4.1
27368,1,0,17,300.0,2,8,3.8
5686,0,0,7,200.0,2,7,3.8
18193,0,0,1,150.0,2,10,3.2
12865,1,0,17,700.0,4,4,3.2
8025,0,0,17,200.0,4,8,3.6
36747,1,1,17,1700.0,4,4,4.2
27186,1,0,17,400.0,2,8,3.5
38696,1,1,17,1600.0,4,10,4.2
8502,1,0,17,750.0,2,8,2.7
30630,0,0,1,300.0,2,0,3.4
17723,1,0,17,700.0,2,4,4.0
41349,1,0,17,300.0,2,8,3.3
103,0,0,0,400.0,2,9,3.8
42163,0,1,17,2200.0,0,10,4.4
5874,1,0,7,900.0,3,7,4.1
48599,0,0,17,300.0,4,8,3.4
5139,1,0,17,750.0,2,4,4.0
44417,1,0,17,400.0,3,10,3.2
28436,1,1,17,600.0,4,3,4.1
21289,0,1,17,1500.0,4,10,4.3
17767,1,0,15,400.0,2,6,3.7
10895,1,0,17,600.0,4,4,4.4
38919,0,0,17,800.0,4,3,3.6
37007,1,0,14,300.0,4,8,3.1
18416,0,0,17,150.0,2,8,3.0
16915,0,0,17,150.0,3,8,3.7
42737,1,1,17,1000.0,2,4,4.4
40583,1,0,10,500.0,2,9,3.0
44079,1,0,17,300.0,2,8,3.9
24150,1,0,2,300.0,2,8,3.5
36391,1,0,17,400.0,2,3,2.9
409,1,0,17,350.0,2,8,3.5
7509,1,0,17,150.0,2,8,3.6
21062,0,0,17,600.0,4,4,4.0
6224,0,0,17,350.0,4,8,3.7
10940,1,1,17,1200.0,4,5,4.1
22531,1,0,10,250.0,2,8,3.5
50149,1,0,17,400.0,2,9,3.6
18932,0,0,5,400.0,4,8,3.7
5169,1,0,17,300.0,2,8,3.5
27483,1,1,17,600.0,2,4,3.8
48089,0,0,0,100.0,3,7,3.5
29008,1,1,17,900.0,4,4,4.0
13166,0,0,17,350.0,4,8,3.5
19224,1,0,15,600.0,4,8,3.5
21397,0,0,17,1100.0,4,5,3.3
33042,1,0,17,200.0,2,8,3.5
4823,1,0,17,700.0,4,4,4.2
47172,0,1,17,1200.0,5,10,3.9
2144,0,0,17,350.0,4,8,3.7
8859,1,0,17,600.0,2,10,3.9
39557,1,0,17,200.0,2,8,2.9
29077,0,0,17,500.0,4,3,3.6
9520,0,0,14,550.0,2,8,2.4
36872,1,0,17,500.0,4,4,3.6
45374,0,0,17,700.0,2,3,4.2
42878,0,0,1,350.0,2,0,3.4
20153,1,0,17,200.0,2,8,3.6
24654,1,1,16,800.0,3,4,3.5
28699,1,0,17,400.0,4,8,3.8
30279,0,0,17,500.0,2,8,2.9
49251,0,0,15,500.0,2,8,3.0
7334,1,0,17,350.0,2,8,3.1
38561,0,0,13,250.0,3,10,3.7
2933,0,0,18,100.0,2,8,3.5
51365,0,0,17,400.0,4,10,3.2
17900,1,0,17,400.0,2,8,3.5
30826,1,0,17,250.0,2,2,3.1
46922,1,0,18,200.0,4,8,3.8
11169,1,0,17,600.0,4,4,3.6
26929,1,0,17,200.0,2,8,3.5
35160,1,0,1,500.0,2,6,4.2
40479,0,1,17,1650.0,5,10,4.3
23209,1,1,17,800.0,4,3,3.9
24428,0,0,17,400.0,2,8,3.3
23596,1,1,17,800.0,4,4,4.2
15852,1,0,15,500.0,2,6,3.1
36672,1,1,17,1500.0,4,5,4.5
4012,1,0,17,450.0,2,4,3.6
19676,1,0,17,200.0,2,8,3.7
43030,0,0,14,600.0,2,4,3.5
22012,1,0,17,500.0,2,5,3.6
12738,0,1,17,1500.0,4,4,3.9
17693,1,0,1,500.0,2,6,4.3
29649,1,0,17,450.0,2,8,4.2
3337,0,0,18,150.0,4,8,4.4
32704,1,0,17,500.0,2,4,3.9
14126,1,0,15,500.0,4,4,3.7
26666,1,0,17,650.0,2,4,4.1
35331,1,0,17,300.0,2,8,3.9
37639,0,0,11,1500.0,6,1,3.9
2906,1,0,9,400.0,2,7,3.7
12585,1,1,17,1300.0,4,10,4.4
39170,1,0,17,400.0,4,4,3.6
47416,1,0,17,400.0,2,6,3.0
32706,1,0,17,600.0,2,4,3.1
28899,1,0,17,500.0,4,8,3.8
32667,1,1,17,700.0,2,4,3.9
29724,1,0,17,600.0,2,6,4.2
43585,0,0,20,300.0,4,8,3.0
51635,0,0,17,400.0,4,8,3.4
42016,1,0,17,600.0,4,8,4.0
1076,1,1,17,1000.0,2,4,3.8
41308,1,0,17,400.0,2,8,3.5
32408,1,0,17,400.0,2,8,3.7
24087,1,0,17,300.0,2,8,3.8
42512,1,1,17,700.0,2,4,4.0
15248,0,0,14,450.0,2,4,3.2
29495,1,0,13,400.0,2,10,4.1
23042,0,0,7,500.0,3,7,3.2
6612,1,1,17,1700.0,5,10,4.3
15757,0,1,17,2500.0,5,5,4.3
12488,0,0,17,200.0,3,10,4.1
22085,1,0,20,300.0,2,8,3.5
36984,0,0,17,200.0,4,8,4.0
34218,1,0,17,250.0,4,8,4.0
38461,1,0,9,300.0,3,7,4.1
17134,1,0,4,1000.0,4,4,2.4
15868,1,0,17,250.0,2,10,3.7
9867,0,0,15,750.0,2,4,2.2
7633,1,0,17,300.0,2,8,3.6
32574,1,0,10,250.0,2,8,4.1
7097,1,0,17,1000.0,2,4,4.0
19001,1,0,15,500.0,4,4,3.1
19647,1,0,17,200.0,2,8,3.8
21576,1,0,17,200.0,4,8,3.7
17719,1,0,15,250.0,2,8,3.6
30353,1,0,17,250.0,2,2,3.3
46745,1,0,17,450.0,4,4,3.8
46003,1,0,17,300.0,4,8,3.3
28625,0,0,17,300.0,4,10,3.3
20744,0,0,15,200.0,2,8,3.5
10906,0,1,17,1000.0,4,10,4.0
46963,0,1,17,1200.0,4,4,4.5
39410,1,1,17,1500.0,0,4,4.3
29620,1,0,10,250.0,2,8,4.1
46479,1,0,13,200.0,2,10,3.1
2273,1,0,5,700.0,4,4,4.1
21530,1,0,17,400.0,4,10,3.0
4484,1,0,17,600.0,3,7,4.1
46413,1,0,18,120.0,2,8,4.4
32499,1,0,17,600.0,2,8,4.3
36462,1,0,13,400.0,3,10,3.9
47841,0,0,17,300.0,2,10,3.9
8375,1,0,17,700.0,1,3,4.2
46001,0,0,15,300.0,4,8,3.6
39414,0,1,17,2400.0,0,10,4.2
11977,0,0,2,300.0,2,8,3.3
38533,0,0,0,300.0,3,10,3.2
18026,1,0,17,400.0,2,8,3.9
3697,0,0,17,100.0,4,8,3.5
14877,1,0,17,400.0,2,4,3.0
43787,0,0,17,700.0,4,4,3.2
50223,1,0,15,350.0,2,8,2.8
42504,1,0,17,1000.0,2,4,3.8
49546,1,0,3,500.0,3,3,4.0
1398,1,1,17,1100.0,2,10,4.1
38086,1,0,17,150.0,2,2,3.3
22787,1,0,15,500.0,2,8,3.7
10311,0,0,17,200.0,3,2,3.9
19772,1,0,17,500.0,2,10,4.0
3837,1,0,17,600.0,2,8,3.5
47143,0,0,2,250.0,4,8,3.1
25169,0,0,17,900.0,1,3,3.1
2315,0,0,17,550.0,4,3,3.4
32545,1,0,17,400.0,2,8,3.6
20189,1,1,17,400.0,2,8,3.8
32027,0,0,17,2300.0,5,1,3.0
38747,1,0,17,1500.0,4,10,3.9
28239,0,0,7,300.0,3,7,4.0
15300,1,0,17,200.0,2,0,3.5
29536,1,0,14,450.0,2,8,4.3
49724,1,0,17,500.0,4,8,3.5
6289,1,0,17,550.0,4,3,3.7
2518,1,0,17,650.0,1,3,4.1
19006,0,0,17,700.0,4,4,3.7
48933,1,0,20,400.0,2,4,3.8
30531,0,0,15,1500.0,2,1,3.9
26401,0,0,17,400.0,4,8,3.5
6142,1,1,17,1400.0,4,4,4.1
4987,1,1,17,1400.0,0,4,4.3
21764,0,1,17,1000.0,0,4,3.9
45360,1,1,17,900.0,2,4,4.3
35677,1,0,17,300.0,2,4,3.6
15902,1,0,17,600.0,2,4,3.9
2881,1,1,17,1100.0,2,10,4.1
7689,0,0,17,100.0,3,7,3.2
27384,1,0,17,750.0,2,4,3.8
48728,0,0,17,200.0,4,8,3.1
20293,0,0,19,200.0,2,8,3.6
29235,1,1,17,1400.0,5,5,4.2
22401,1,0,17,250.0,2,8,3.1
30416,0,0,6,300.0,2,9,3.0
36333,0,0,17,400.0,2,8,2.8
15912,1,0,9,500.0,2,7,3.9
44383,1,0,17,400.0,3,7,4.1
22138,1,0,17,400.0,2,8,2.8
15793,0,1,17,1000.0,0,10,4.4
480,1,0,17,200.0,2,8,4.3
32184,1,0,17,800.0,1,3,4.1
37134,1,0,17,600.0,4,4,3.8
39821,1,0,17,400.0,2,8,3.2
33375,0,0,17,400.0,2,7,4.1
30975,1,0,8,450.0,3,7,4.3
12375,1,0,7,250.0,3,7,4.0
48736,0,0,20,150.0,4,8,3.2
43410,0,1,17,1000.0,4,10,3.8
24735,1,0,3,500.0,4,3,3.7
21981,1,0,17,300.0,2,8,4.2
33991,1,1,17,800.0,4,3,4.4
21725,1,0,17,500.0,4,3,3.8
9247,1,0,17,350.0,2,8,3.5
45087,1,0,17,600.0,2,6,2.9
39183,1,0,17,200.0,4,8,3.8
8786,1,0,17,400.0,2,9,3.9
6688,0,1,17,1000.0,6,5,4.4
35880,1,0,17,200.0,2,10,3.6
13652,1,0,17,350.0,2,4,3.6
358,1,0,17,300.0,2,2,3.5
713,0,0,17,300.0,4,8,3.4
23879,0,0,3,600.0,1,3,2.8
21883,1,0,17,250.0,2,8,3.7
3853,1,0,18,200.0,2,8,3.5
18320,1,0,17,600.0,2,3,2.4
38048,1,0,17,500.0,2,8,3.5
47490,1,0,17,1000.0,2,4,3.8
14591,0,0,11,1000.0,6,1,3.3
26363,0,0,17,400.0,4,8,3.1
47402,0,0,17,900.0,2,4,3.7
4113,1,0,17,400.0,2,8,3.8
29801,1,0,17,100.0,2,2,3.5
49854,0,0,14,1200.0,4,4,4.0
3638,0,0,17,300.0,4,8,3.5
27969,0,0,15,400.0,2,8,3.1
29061,1,0,17,300.0,4,8,3.9
20096,1,1,14,600.0,2,4,4.1
38227,1,0,18,1000.0,2,4,3.7
25049,0,0,14,600.0,4,4,3.7
36867,1,0,17,600.0,4,3,4.1
21739,1,1,17,1600.0,5,10,4.3
44344,0,0,17,200.0,2,8,3.0
35311,1,0,17,230.0,2,7,3.9
14494,0,0,17,250.0,4,8,3.4
4201,1,0,17,750.0,2,4,3.8
47673,1,0,17,700.0,2,4,3.1
3804,1,0,15,400.0,2,8,3.4
33074,1,0,17,100.0,2,8,3.3
32788,1,0,17,700.0,2,4,2.8
39181,1,0,15,450.0,4,4,3.5
45785,0,0,17,200.0,4,8,3.2
47840,0,0,17,500.0,2,4,3.9
24836,1,1,17,1500.0,4,4,4.3
17155,1,0,17,400.0,4,8,3.9
28351,0,0,14,800.0,4,4,2.7
43936,0,1,14,4000.0,6,10,4.2
44402,0,0,17,200.0,3,10,3.6
9224,1,0,17,700.0,2,4,3.0
47583,1,0,17,400.0,2,8,4.0
3368,1,0,17,750.0,4,8,2.9
7521,1,0,17,350.0,2,8,3.4
17594,1,0,17,650.0,1,8,4.3
51168,1,1,17,1200.0,4,10,3.8
18693,1,1,14,1000.0,4,4,3.9
19297,0,1,17,1000.0,5,10,3.8
26170,1,0,17,500.0,4,10,3.7
25515,1,0,17,150.0,2,10,4.0
77,1,0,17,300.0,2,8,3.6
41338,1,0,17,400.0,2,8,3.3
39827,1,0,17,600.0,2,4,3.4
6714,0,1,17,1800.0,6,5,4.1
19172,1,0,6,550.0,4,4,3.6
32327,1,1,17,600.0,2,10,4.4
41206,1,0,17,300.0,2,10,3.2
3011,1,0,14,700.0,2,4,3.7
25148,1,0,17,1200.0,5,1,3.9
14225,0,0,14,500.0,4,8,3.1
39115,0,0,17,400.0,4,8,3.2
22210,1,1,17,1200.0,2,10,4.1
16079,0,0,4,300.0,2,8,3.5
12366,1,1,17,1800.0,2,4,3.8
17548,0,0,14,1100.0,0,4,3.4
7400,1,0,17,600.0,2,8,3.9
28185,0,0,12,250.0,3,7,4.1
28461,1,0,17,550.0,4,4,4.3
1544,0,0,17,400.0,2,10,3.3
40754,0,0,17,450.0,2,4,3.0
41073,0,0,17,300.0,2,10,3.3
18918,1,0,17,150.0,4,8,3.7
27130,1,0,17,250.0,2,8,3.2
28394,1,1,17,900.0,4,4,4.2
9381,1,0,17,400.0,2,8,3.2
24378,0,0,17,500.0,2,7,2.8
5657,0,0,17,400.0,2,8,4.1
37588,0,0,15,1000.0,5,1,3.3
33609,1,0,14,300.0,2,6,3.6
29851,1,0,17,700.0,2,4,3.1
28422,0,1,17,1000.0,4,1,4.5
3425,0,0,10,250.0,4,8,3.3
48111,0,0,17,400.0,4,3,4.3
30207,1,0,14,150.0,2,8,3.3
15611,1,1,17,1200.0,4,5,4.1
28951,0,1,17,2000.0,4,1,4.2
18482,1,0,4,300.0,2,6,3.2
50858,1,0,18,400.0,2,8,3.7
28210,1,0,17,500.0,3,10,4.1
10204,1,0,17,200.0,3,2,4.0
40610,1,1,5,800.0,2,4,4.4
17776,1,0,17,400.0,2,8,3.9
43870,0,0,15,1100.0,5,10,3.9
34073,1,1,17,800.0,4,4,4.2
20970,0,0,17,200.0,3,7,3.4
23374,0,0,17,300.0,4,8,3.1
21101,0,0,18,200.0,4,8,3.8
13294,1,1,17,1000.0,6,5,4.0
29432,1,0,18,150.0,2,8,3.6
24361,1,0,4,500.0,2,8,3.7
35749,1,0,14,1000.0,2,4,4.2
15150,1,0,17,300.0,2,8,4.2
15428,0,0,17,500.0,4,4,2.7
9554,0,0,17,300.0,2,8,3.1
8366,1,0,3,400.0,1,3,3.8
49112,1,0,12,300.0,2,10,3.8
25252,1,0,17,400.0,2,4,4.0
30246,1,0,17,500.0,2,3,3.8
28238,0,0,17,500.0,3,3,2.9
46528,0,0,18,400.0,2,8,3.3
34413,1,0,10,250.0,4,8,4.1
35262,1,0,17,500.0,2,8,3.5
3254,1,0,17,700.0,3,3,3.8
2893,1,0,17,300.0,2,2,3.5
20747,0,0,17,250.0,2,8,3.6
21481,1,0,6,600.0,4,4,3.6
12230,1,0,18,150.0,2,8,3.1
11667,0,0,3,350.0,1,3,3.6
283,1,0,9,250.0,2,7,4.0
27228,1,0,17,300.0,2,9,3.7
10318,0,0,17,200.0,3,0,3.5
8142,0,0,17,350.0,4,8,3.4
8633,1,0,17,350.0,2,8,3.7
14738,1,1,17,650.0,2,3,4.1
44532,1,0,17,500.0,4,8,3.7
16805,1,0,17,750.0,2,4,4.0
49341,0,0,17,150.0,2,8,3.2
41186,0,0,17,700.0,2,3,3.6
8919,1,0,1,350.0,2,0,3.7
8452,1,0,17,300.0,2,8,4.1
28218,1,0,17,200.0,3,7,3.9
26454,0,0,17,250.0,4,8,3.1
20368,1,0,17,200.0,2,10,3.6
36221,0,0,18,200.0,2,8,3.8
36944,0,0,17,200.0,4,8,4.1
10259,1,0,17,200.0,3,10,3.7
12616,1,1,5,1300.0,4,5,4.3
11721,1,0,17,800.0,2,4,3.6
12768,0,0,17,550.0,4,4,3.7
18689,0,1,17,800.0,4,4,4.1
34888,1,0,14,250.0,2,8,3.0
50162,1,0,1,500.0,2,0,4.0
24264,1,1,17,700.0,2,4,4.0
25954,1,0,12,200.0,3,9,3.1
6319,0,0,17,950.0,4,5,3.3
15819,1,0,17,600.0,1,10,3.9
23849,0,1,17,1400.0,0,5,4.4
29089,1,0,17,250.0,4,8,3.8
42599,1,0,17,700.0,2,3,4.1
26741,1,0,15,300.0,2,8,3.2
46265,1,0,17,500.0,2,8,3.4
28487,1,0,17,800.0,4,3,4.2
46069,1,0,17,1000.0,5,10,4.3
42520,1,0,17,400.0,2,4,3.0
44153,1,0,17,400.0,2,8,3.7
23518,1,0,20,300.0,4,8,3.8
44938,1,0,7,400.0,2,7,4.0
25703,1,0,17,500.0,2,6,2.7
650,1,0,10,150.0,4,8,3.8
32923,1,0,17,200.0,2,10,3.4
16282,1,0,17,700.0,2,4,2.6
47996,0,0,3,450.0,3,3,4.0
23332,1,0,15,500.0,4,8,3.7
51120,1,1,17,1500.0,4,10,3.9
10661,1,0,17,500.0,4,8,3.1
22197,1,0,17,400.0,2,10,3.7
19465,1,0,3,650.0,1,3,3.0
28459,1,0,17,750.0,4,4,4.1
13569,1,0,17,900.0,2,4,3.8
33222,1,0,17,500.0,2,3,3.6
19127,0,0,17,3000.0,4,10,4.3
24128,1,1,17,800.0,2,4,3.9
26809,1,0,17,300.0,2,6,3.5
29351,1,0,17,800.0,2,4,3.7
33994,1,0,17,550.0,4,10,4.6
26338,0,0,17,300.0,4,8,3.0
51031,0,0,17,200.0,3,2,3.4
25985,0,1,17,800.0,4,5,4.2
4904,1,0,17,250.0,4,8,3.2
12893,1,0,17,400.0,4,8,4.0
32839,1,1,17,900.0,2,4,4.1
50986,1,0,17,150.0,3,10,3.2
30387,1,0,17,600.0,2,6,3.8
7447,1,0,17,400.0,2,0,3.6
9266,1,1,17,600.0,2,10,4.2
37551,0,1,17,1000.0,5,1,4.7
10227,0,0,17,200.0,3,10,3.7
23193,1,0,17,750.0,4,4,4.0
2360,0,0,17,300.0,4,8,3.2
6726,0,1,17,1500.0,6,5,4.2
10876,1,1,17,1600.0,4,10,4.4
18210,0,1,17,1100.0,2,4,4.0
16499,1,0,17,300.0,2,8,3.4
14886,1,0,15,500.0,2,6,3.0
24395,1,0,17,600.0,2,8,4.0
18218,0,0,15,450.0,2,8,3.5
19798,1,0,17,400.0,2,2,4.2
4217,1,1,17,1500.0,2,4,3.7
8994,1,0,17,250.0,2,8,3.6
38209,0,0,17,1100.0,2,4,3.1
36034,0,1,17,800.0,2,4,4.3
45088,1,0,17,400.0,2,4,3.0
34814,1,1,17,650.0,1,3,4.2
7107,1,0,17,300.0,2,9,3.0
39237,1,0,14,300.0,4,8,3.4
38649,0,1,17,1100.0,4,4,4.5
12535,0,1,17,1500.0,4,10,3.9
51346,0,0,17,300.0,4,8,3.7
17338,0,0,2,200.0,4,8,3.2
43737,1,0,17,750.0,4,4,4.1
31394,0,0,3,450.0,4,3,2.8
24675,1,1,5,1100.0,4,4,4.5
46710,0,0,17,150.0,3,10,3.4
42364,1,1,17,400.0,2,8,3.2
47629,1,0,0,400.0,2,0,3.8
44154,0,0,17,900.0,2,10,4.7
30224,1,0,17,600.0,2,3,4.1
9405,1,1,17,1100.0,2,4,4.0
26651,1,0,17,150.0,2,2,3.7
6646,0,1,17,3000.0,5,10,4.0
28496,1,0,17,500.0,4,3,3.6
766,0,0,17,350.0,4,8,4.2
33839,1,0,17,800.0,4,4,3.6
44637,1,0,18,200.0,4,8,2.9
2014,0,0,17,700.0,4,4,3.4
17996,1,0,17,500.0,2,8,4.0
38991,0,0,14,200.0,4,8,3.3
36425,0,0,17,800.0,3,3,4.4
25745,0,0,1,100.0,2,0,4.3
43287,0,0,17,900.0,4,3,4.5
49078,1,0,17,450.0,2,6,3.8
38647,1,1,4,1700.0,4,5,4.5
44065,1,0,8,350.0,2,7,3.7
45930,1,0,17,600.0,4,4,3.1
40672,1,1,17,1100.0,2,5,4.1
10666,1,0,10,350.0,4,8,3.5
44950,1,0,17,1500.0,2,4,4.7
43547,1,0,17,250.0,4,8,4.1
48587,1,1,17,1300.0,4,5,4.0
33188,1,0,17,400.0,2,8,3.3
40398,1,0,17,400.0,4,8,3.5
26003,1,0,17,750.0,4,4,4.1
3539,1,0,17,500.0,4,4,3.9
862,0,0,17,1100.0,5,10,2.7
36667,0,1,17,1400.0,4,5,4.7
38187,1,0,17,500.0,2,6,2.1
38190,1,0,2,300.0,2,8,3.2
42875,1,0,17,1300.0,2,4,3.8
12023,0,0,17,200.0,2,8,3.4
43055,1,0,7,400.0,3,7,4.9
20140,1,0,10,500.0,2,8,4.1
8055,0,0,17,700.0,4,3,3.9
4318,0,0,17,600.0,2,4,3.5
26438,1,0,17,450.0,4,8,3.7
32581,1,0,17,250.0,2,8,3.2
23490,1,0,15,400.0,4,8,3.2
38945,1,0,17,450.0,4,8,3.8
5824,1,0,17,200.0,3,7,3.0
50417,1,0,17,500.0,2,10,3.5
19887,1,0,17,400.0,2,8,3.5
34423,1,0,10,100.0,4,8,3.1
4953,0,1,17,2500.0,5,10,3.9
17634,1,0,17,700.0,1,10,4.2
782,0,0,20,300.0,4,8,3.9
47374,1,0,17,600.0,2,9,4.3
27074,1,0,17,150.0,2,8,4.0
5691,0,1,17,1100.0,2,4,3.9
43089,1,0,17,200.0,3,7,2.9
39514,1,0,17,500.0,2,9,4.1
25549,0,0,17,350.0,2,10,3.7
47677,0,0,20,200.0,2,8,3.1
4068,1,0,17,500.0,2,8,3.2
15653,1,0,17,550.0,4,4,3.9
32792,1,0,15,400.0,2,8,3.5
35462,1,0,17,400.0,2,8,3.3
5655,0,0,17,400.0,2,7,4.4
9042,1,0,2,300.0,2,8,3.3
23033,0,0,17,150.0,3,10,3.3
5229,1,0,17,300.0,2,10,3.5
8548,1,0,14,550.0,2,4,4.0
33245,0,0,7,400.0,2,7,3.7
48103,1,1,17,800.0,4,10,4.2
46437,1,0,18,100.0,2,8,4.3
8657,1,0,8,350.0,2,7,3.8
32178,0,0,17,700.0,1,3,4.1
17262,1,0,17,350.0,4,8,3.7
31691,1,0,17,800.0,4,4,3.9
26524,1,1,17,1500.0,0,4,4.2
27610,1,1,17,2500.0,2,4,4.3
41912,0,0,17,250.0,4,8,2.7
19135,1,0,17,600.0,4,4,3.9
23805,0,0,17,400.0,4,8,3.7
4769,0,0,18,150.0,4,8,3.1
14748,1,0,16,400.0,2,8,3.4
36848,1,0,17,700.0,4,3,4.2
43295,0,1,17,1000.0,4,5,4.4
37341,1,0,17,250.0,4,8,3.8
3227,0,0,12,150.0,3,7,4.4
26958,1,0,14,500.0,2,6,3.7
14024,1,0,17,400.0,3,3,3.3
2321,0,0,14,1200.0,4,10,2.8
7430,1,0,17,600.0,2,10,3.1
45386,1,0,17,500.0,2,3,3.8
11678,0,0,17,1100.0,1,3,4.0
37834,1,0,17,750.0,2,8,3.8
28604,0,0,17,1000.0,4,4,3.4
42553,1,1,17,2100.0,2,4,3.9
31326,1,0,17,750.0,4,4,4.0
3048,1,0,17,550.0,2,8,3.1
19597,1,0,1,500.0,2,0,4.1
31251,0,1,17,1200.0,4,10,4.4
42407,1,1,17,1300.0,2,10,4.7
37697,0,0,17,650.0,0,4,2.8
14351,0,0,17,350.0,4,8,3.6
38787,0,0,15,1000.0,4,4,2.8
35722,1,0,17,650.0,2,4,2.6
21841,1,0,17,300.0,2,8,4.2
37628,0,0,17,1000.0,6,10,4.0
14151,0,0,6,500.0,4,4,3.6
32062,0,1,17,1400.0,6,10,4.2
6610,1,1,17,1300.0,5,10,4.4
17686,1,0,17,800.0,2,4,4.3
14164,0,0,17,550.0,4,4,2.9
11768,1,1,17,1200.0,2,3,4.3
8489,1,0,17,800.0,2,4,3.9
35987,0,0,17,2000.0,2,10,3.8
18750,1,0,17,800.0,4,4,3.9
29473,1,0,17,450.0,2,8,2.3
23627,0,1,17,1350.0,4,10,3.8
34671,0,0,17,2000.0,5,10,3.8
33486,0,0,15,400.0,2,9,3.3
32128,0,1,17,1000.0,0,4,4.3
26146,0,1,17,1400.0,4,4,4.2
2681,1,0,17,250.0,2,8,3.8
37321,1,0,17,400.0,4,8,3.6
35044,1,0,17,450.0,2,6,4.2
2762,1,0,17,600.0,2,4,3.5
24595,1,0,17,400.0,3,10,3.7
49890,0,0,17,1000.0,4,4,3.0
43371,1,1,17,1300.0,4,5,4.0
38013,1,0,17,700.0,2,3,4.1
9993,0,0,17,150.0,2,8,3.3
50259,1,0,17,200.0,2,2,3.9
6756,0,1,17,1500.0,0,4,4.0
13494,1,0,17,250.0,2,8,4.0
31679,1,1,17,800.0,4,4,4.1
50099,1,0,17,550.0,1,3,4.3
39391,1,1,17,1300.0,5,10,4.7
4269,1,0,9,500.0,2,7,3.8
35192,1,1,17,1200.0,2,5,4.6
573,0,0,17,450.0,4,3,4.0
39245,0,0,17,1500.0,4,1,3.6
47736,1,1,17,1000.0,2,4,4.4
42020,1,0,17,600.0,4,4,3.0
6204,0,0,17,1000.0,4,10,4.2
16053,1,0,17,300.0,2,3,4.0
24007,1,0,17,600.0,2,4,3.9
26561,1,0,17,900.0,1,3,4.4
41571,1,1,17,800.0,4,4,4.0
8394,0,0,17,300.0,1,3,3.6
17712,1,0,17,300.0,2,8,3.7
34039,0,1,17,1500.0,4,10,4.1
25331,1,0,18,300.0,2,8,3.4
40320,1,0,17,200.0,4,8,3.9
13159,0,0,3,200.0,4,3,3.1
11748,1,0,15,350.0,2,8,3.4
26692,1,0,17,300.0,2,8,3.7
20331,1,0,17,250.0,2,8,4.2
34501,1,0,6,600.0,4,4,2.7
50106,0,1,17,2000.0,1,10,4.2
31135,1,0,5,750.0,4,4,3.9
26506,1,1,17,900.0,0,4,4.1
10677,1,0,15,400.0,4,8,3.2
48289,1,0,17,750.0,4,4,4.2
1482,1,0,17,200.0,2,10,3.6
2883,1,0,2,200.0,2,8,3.6
8162,1,0,18,150.0,4,8,3.7
29872,1,0,14,250.0,2,8,3.8
33080,1,1,3,1000.0,2,3,4.4
24705,1,1,17,850.0,4,4,3.6
11979,0,0,15,1000.0,2,4,3.0
5413,1,0,17,400.0,2,8,3.9
11839,1,0,17,400.0,2,10,4.0
15001,1,0,0,150.0,2,7,3.4
27244,1,0,17,600.0,2,4,3.4
28197,1,0,0,150.0,3,7,4.0
24677,1,1,17,800.0,4,4,4.5
38838,1,0,18,1000.0,4,4,3.7
34957,1,0,17,400.0,2,6,3.8
34220,1,0,14,500.0,4,8,4.0
40527,0,0,15,1200.0,0,5,2.6
1232,1,0,4,1000.0,2,4,3.0
15915,1,0,16,400.0,2,8,3.6
32046,1,1,17,1200.0,6,1,4.3
17768,1,0,0,250.0,2,6,3.6
39996,0,0,20,400.0,2,8,3.4
7481,1,0,17,500.0,2,8,3.2
33677,0,0,17,300.0,3,10,4.1
8438,1,0,17,250.0,2,8,4.0
27584,1,0,17,300.0,2,10,3.8
286,1,0,20,400.0,2,4,3.1
31197,1,0,17,300.0,4,8,3.9
31810,1,0,17,350.0,4,8,3.6
26872,1,0,17,500.0,2,10,4.5
5358,1,0,17,700.0,2,3,4.1
9718,1,0,15,600.0,2,4,3.7
22752,1,0,17,350.0,2,8,3.5
21081,1,0,17,400.0,4,3,4.6
20946,0,0,17,150.0,3,10,4.4
26038,0,0,17,700.0,4,1,3.0
8369,1,0,17,400.0,1,10,4.0
20387,0,0,17,100.0,2,8,3.6
48068,1,0,7,100.0,3,7,3.5
32355,1,0,14,400.0,2,10,3.3
48723,0,0,17,400.0,4,8,3.5
9105,1,0,17,1000.0,2,1,3.9
26867,1,1,17,800.0,2,3,4.4
31325,1,0,4,1000.0,4,4,3.9
29629,1,0,17,600.0,2,6,3.9
23302,1,0,17,500.0,4,3,2.7
35249,1,0,17,500.0,2,8,3.5
39440,1,0,17,500.0,1,3,3.9
