,online_order,book_table,cuisines,approx_cost(for two people),listed_in(type),type,rate
32076,0,1,17,1000.0,6,5,3.9
12494,1,0,17,300.0,3,7,4.2
5784,1,0,15,550.0,2,4,2.8
40365,0,0,14,750.0,4,4,3.7
4840,0,0,17,600.0,4,4,2.6
19558,1,0,17,300.0,2,10,4.5
16813,1,0,17,300.0,2,8,4.3
41533,0,1,17,1800.0,4,10,4.8
47027,1,0,17,400.0,4,8,3.8
10909,0,1,17,1400.0,4,4,4.5
40507,0,1,17,1300.0,0,4,4.8
47010,1,0,17,350.0,4,8,4.0
41019,1,0,17,200.0,2,8,3.3
26773,1,0,17,500.0,2,4,2.9
36437,1,0,17,300.0,3,10,4.5
35066,1,0,17,500.0,2,9,3.8
42848,0,0,17,400.0,2,8,3.3
7263,0,0,7,400.0,2,9,3.4
6704,0,0,11,2000.0,6,1,3.9
20241,1,0,17,200.0,2,10,3.5
10079,0,0,5,300.0,2,8,3.8
51465,1,0,17,250.0,4,8,3.4
42644,1,0,16,600.0,2,4,3.5
26435,1,0,15,500.0,4,4,3.9
42424,1,0,17,550.0,2,7,4.4
5630,1,0,14,300.0,2,8,4.3
23636,1,0,17,400.0,4,3,4.2
25082,1,0,17,400.0,4,8,3.6
27127,1,0,17,400.0,2,8,3.1
44181,1,0,17,800.0,2,3,4.1
51147,0,0,15,600.0,4,4,3.7
13117,0,0,17,1000.0,4,4,2.9
49015,1,0,17,300.0,2,6,3.3
46463,1,0,17,200.0,2,8,3.9
4534,1,0,1,400.0,3,0,3.7
40274,0,1,18,4000.0,4,10,4.3
17952,1,0,17,500.0,2,3,4.2
10701,1,0,17,500.0,4,8,3.1
3966,1,0,15,300.0,2,9,3.6
43282,0,1,17,1300.0,4,10,4.3
36198,0,0,17,400.0,2,6,3.8
1355,1,0,17,200.0,2,8,3.6
10313,1,0,9,500.0,3,10,3.7
47282,0,0,17,900.0,1,3,3.0
44948,1,1,17,1200.0,2,4,4.1
51601,1,0,17,400.0,4,8,3.8
48122,0,0,17,700.0,4,4,4.0
10108,0,0,17,200.0,2,8,3.3
38804,0,0,17,800.0,4,4,3.9
29069,1,0,17,250.0,4,8,3.6
30327,1,0,17,100.0,2,8,3.3
27192,1,0,17,400.0,2,8,3.3
46220,1,0,17,150.0,2,8,4.1
29466,1,0,17,300.0,2,8,3.4
36256,0,0,17,250.0,2,10,3.6
51455,1,0,5,600.0,4,10,3.9
39580,1,0,17,500.0,2,10,4.1
7032,0,0,17,600.0,2,3,4.1
11797,0,0,17,250.0,2,8,3.0
4687,1,0,20,400.0,4,8,3.7
26061,1,0,17,600.0,4,8,3.9
12455,0,0,1,300.0,3,0,3.9
13860,0,0,17,400.0,2,8,3.6
27635,1,0,15,250.0,2,8,3.2
41300,1,0,17,450.0,2,4,3.1
24916,0,0,17,350.0,4,10,3.7
2389,1,0,17,200.0,4,8,3.5
48234,1,1,5,1300.0,4,5,4.3
11249,1,0,17,200.0,4,8,3.4
34307,1,0,17,250.0,4,8,3.3
25319,1,0,17,800.0,2,4,4.2
30324,1,0,17,500.0,2,6,3.4
29924,1,0,4,1000.0,2,4,3.9
15694,1,0,17,150.0,4,8,2.9
25927,1,0,12,450.0,3,7,3.8
1013,1,0,17,400.0,2,8,3.9
30903,1,0,8,400.0,3,7,4.2
34434,1,0,17,500.0,4,4,3.9
26941,1,0,8,500.0,2,7,4.2
9552,1,0,17,400.0,2,8,3.0
8051,1,0,20,300.0,4,8,3.7
32856,1,0,15,500.0,2,4,3.6
35084,1,0,17,400.0,2,8,3.9
29652,1,0,17,550.0,2,10,4.6
17704,1,0,17,600.0,2,4,3.9
47571,1,0,9,300.0,2,7,4.1
49311,1,0,9,500.0,2,7,3.9
50382,1,0,1,500.0,2,0,3.4
20621,1,0,14,750.0,2,4,3.4
42389,1,1,17,800.0,2,4,4.2
9778,1,0,17,200.0,2,2,3.6
10955,1,0,17,1000.0,4,4,4.6
3734,0,1,17,1000.0,5,5,4.3
6789,1,0,17,1000.0,1,3,3.4
21229,0,0,18,200.0,4,8,4.0
35893,1,0,17,800.0,2,4,3.8
21984,1,0,17,400.0,2,8,3.9
22193,1,0,8,300.0,2,7,4.0
46443,1,0,17,500.0,2,3,3.9
14595,1,0,17,750.0,0,4,4.1
12709,1,0,17,400.0,4,4,4.1
12011,0,0,18,250.0,2,8,3.6
51418,1,0,17,400.0,4,8,3.1
40342,1,0,17,700.0,4,4,4.2
31577,1,0,15,350.0,4,8,3.5
51045,0,1,17,1700.0,4,10,4.3
30942,0,0,12,250.0,3,7,4.1
20410,0,0,17,500.0,2,8,3.5
3436,1,0,17,300.0,4,8,3.6
37152,0,0,17,200.0,4,8,4.0
15865,1,0,17,500.0,2,6,3.5
4242,0,0,17,600.0,2,4,3.6
11730,1,0,17,300.0,2,8,3.4
32685,1,0,10,300.0,2,8,3.5
3390,1,0,17,400.0,4,8,3.5
28707,1,0,10,300.0,4,8,4.2
36865,0,0,19,400.0,4,4,3.6
17877,1,0,7,400.0,2,7,4.9
39006,0,0,15,200.0,4,8,3.2
45974,0,0,17,450.0,4,4,2.8
11193,1,0,17,400.0,4,8,3.5
35370,1,0,17,200.0,2,8,3.4
42286,1,1,17,1000.0,1,10,4.3
7379,1,0,17,600.0,2,8,3.1
22450,1,0,20,300.0,2,8,3.8
39796,1,0,17,700.0,2,4,3.8
41004,1,0,17,450.0,2,8,3.4
42541,1,0,17,350.0,2,8,3.8
40228,1,0,4,300.0,4,10,2.9
31727,1,0,17,500.0,4,8,3.7
10452,1,0,17,350.0,4,4,3.5
19696,1,0,15,300.0,2,8,3.7
37768,0,0,17,1000.0,1,10,3.7
46162,1,0,3,500.0,1,3,4.1
50284,1,0,17,600.0,2,6,3.9
50391,1,1,17,1600.0,2,10,4.2
31398,1,0,17,650.0,4,4,3.4
11472,0,1,15,1200.0,5,1,4.1
17371,0,1,17,2000.0,4,10,4.1
44399,0,0,17,400.0,3,10,3.3
5934,1,0,7,400.0,3,7,4.1
32322,1,0,2,300.0,2,8,3.3
27459,1,0,14,400.0,2,8,3.9
50927,0,0,7,400.0,3,7,4.6
41329,1,0,14,800.0,2,4,3.9
32718,1,0,17,850.0,2,8,3.8
31996,1,0,17,1500.0,5,10,4.6
16644,1,0,15,400.0,2,4,2.8
35420,1,0,17,500.0,2,10,4.0
46476,1,0,17,300.0,2,8,3.5
46085,0,1,17,1600.0,5,10,3.9
19567,1,0,17,150.0,2,2,3.7
21398,1,0,17,300.0,4,8,4.0
48797,1,1,17,1400.0,5,5,4.2
36504,0,0,1,300.0,3,0,3.4
24720,1,1,17,1000.0,4,4,3.7
16043,1,0,17,300.0,2,3,3.9
41755,0,0,18,300.0,4,8,3.4
4278,0,0,17,400.0,2,10,3.7
42694,1,0,17,600.0,2,6,3.6
48490,0,0,2,300.0,4,8,3.7
9798,1,0,4,800.0,2,4,3.5
24472,1,0,17,500.0,2,3,3.8
32346,1,0,17,500.0,2,8,3.8
3993,1,0,17,300.0,2,10,3.5
11824,1,0,17,500.0,2,8,3.3
14819,1,0,20,40.0,2,8,3.7
1059,1,0,17,400.0,2,8,3.0
34289,1,0,17,600.0,4,8,3.9
40508,0,1,17,1400.0,0,4,4.7
30970,1,0,17,100.0,3,10,3.8
51349,1,0,17,400.0,4,8,3.8
47228,1,1,4,1700.0,0,5,4.5
19636,1,1,17,650.0,2,3,3.9
29414,0,0,17,900.0,2,10,4.7
39914,0,0,14,600.0,2,4,4.0
11135,1,0,20,400.0,4,8,3.9
23911,0,0,17,500.0,1,3,3.7
22835,0,0,17,400.0,2,6,4.2
10518,0,0,15,400.0,4,8,3.1
2641,1,0,17,300.0,2,8,3.8
16831,1,0,17,150.0,2,8,4.2
42898,0,0,17,1000.0,2,10,3.7
7351,1,0,17,800.0,2,4,3.9
37375,0,0,15,400.0,4,8,3.1
40526,0,1,17,1000.0,0,5,2.6
38090,1,0,17,200.0,2,8,3.8
43390,0,0,11,1500.0,4,10,2.0
10852,1,0,14,250.0,4,8,2.9
8488,1,0,17,500.0,2,8,3.8
14094,1,0,14,600.0,4,4,3.6
1926,1,0,17,300.0,3,10,3.2
25580,1,0,17,400.0,2,9,3.0
41656,0,0,17,400.0,4,8,3.4
47325,0,0,3,400.0,1,3,3.2
39845,1,0,17,300.0,2,8,3.4
9866,0,0,17,500.0,2,9,2.9
17760,1,0,17,600.0,2,8,3.7
309,1,0,17,400.0,2,4,3.4
44342,0,0,17,400.0,2,4,3.6
37087,1,0,7,800.0,4,10,3.8
28223,1,0,7,400.0,3,7,3.8
45112,1,0,17,300.0,2,10,3.7
9696,1,0,16,500.0,2,6,3.9
12338,1,0,17,500.0,2,3,4.2
22078,1,0,17,500.0,2,4,3.0
16700,1,0,14,300.0,2,6,3.3
17669,1,0,17,500.0,2,3,4.2
46505,0,0,15,700.0,2,4,3.4
13952,1,0,17,400.0,2,8,3.4
7362,1,0,17,500.0,2,4,3.0
26820,1,0,17,350.0,2,8,3.8
29741,0,1,17,1000.0,2,1,4.7
17492,0,0,17,1100.0,5,5,4.2
37122,1,0,17,400.0,4,8,3.7
49649,0,0,17,500.0,4,8,4.2
38002,1,1,17,1000.0,2,5,4.0
14732,1,0,17,300.0,2,8,3.7
23199,0,0,17,700.0,4,3,4.2
41977,1,0,17,600.0,4,10,3.7
26169,1,0,17,650.0,4,4,3.8
46482,0,0,17,200.0,2,8,3.6
32431,1,0,17,400.0,2,4,3.2
38323,0,0,17,500.0,2,4,3.9
18643,0,0,17,1500.0,4,10,4.7
51678,0,0,17,1500.0,5,1,3.6
11923,0,0,17,550.0,2,4,4.3
44997,1,1,17,1200.0,2,4,4.4
24053,1,0,17,500.0,2,4,3.1
11300,1,0,4,300.0,4,8,3.3
18226,0,0,17,600.0,2,10,2.7
5154,1,1,17,800.0,2,4,3.8
8017,1,0,17,250.0,4,10,3.4
18105,0,1,14,600.0,2,4,3.7
18807,1,0,17,700.0,4,4,3.5
24612,0,0,0,300.0,3,0,3.3
27397,1,0,6,200.0,2,8,3.0
19669,1,0,17,500.0,2,4,4.0
26165,1,0,17,500.0,4,4,3.5
18752,0,1,14,650.0,4,4,4.0
3188,1,0,17,200.0,3,7,3.8
29805,1,0,17,600.0,2,3,3.6
19312,0,1,17,2400.0,5,10,4.0
30039,1,0,5,750.0,2,4,3.9
44900,1,0,8,300.0,2,7,4.2
169,1,0,13,400.0,2,10,4.0
37775,1,0,3,50.0,1,3,3.6
14197,0,0,17,700.0,4,4,3.4
41263,1,0,15,500.0,2,4,3.6
2177,0,0,10,300.0,4,8,3.1
599,1,0,15,600.0,4,4,3.6
30692,0,0,17,300.0,2,8,3.5
10924,1,1,17,1000.0,4,10,4.2
24522,0,0,6,400.0,2,8,3.1
22567,1,0,17,900.0,2,10,3.7
38776,1,0,3,300.0,4,3,3.4
41724,1,0,17,450.0,4,8,4.1
46217,1,0,20,250.0,2,8,4.0
51244,1,1,20,450.0,4,4,3.6
49548,1,0,12,450.0,3,7,3.9
38740,0,1,17,750.0,4,3,3.9
36545,1,0,9,250.0,3,7,3.5
8661,1,0,18,150.0,2,8,3.9
33276,1,0,17,600.0,2,9,3.6
22441,1,0,12,300.0,2,7,3.6
6242,0,1,17,1200.0,4,1,3.8
36986,1,0,17,400.0,4,8,4.0
27431,1,0,2,300.0,2,8,4.2
46106,0,1,17,1500.0,6,10,4.4
16898,0,0,17,300.0,3,7,3.3
32944,1,0,12,800.0,2,7,3.9
47467,1,0,8,450.0,2,10,4.5
614,0,0,17,600.0,4,3,3.2
30152,1,0,17,200.0,2,8,3.0
39907,1,0,15,450.0,2,4,3.5
16395,1,0,17,450.0,2,8,4.1
25291,1,0,17,300.0,2,7,3.7
30828,1,0,15,400.0,2,8,3.0
21487,1,0,17,200.0,4,8,3.3
11601,1,0,17,500.0,1,3,4.2
36650,1,0,17,500.0,4,8,3.6
27555,1,0,17,750.0,2,4,3.1
45893,1,0,17,500.0,4,9,3.1
33955,0,1,17,1200.0,4,10,4.4
27054,1,0,17,250.0,2,8,3.8
19281,0,0,17,1200.0,5,10,4.2
14787,1,0,4,1000.0,2,4,3.1
2712,1,0,17,800.0,2,3,3.9
17145,1,0,17,500.0,4,8,4.0
45382,0,1,14,600.0,2,4,3.7
48166,1,1,17,3000.0,4,10,4.4
6007,0,0,17,800.0,4,8,3.6
6358,1,0,15,300.0,4,8,3.6
25922,1,0,8,500.0,3,7,4.2
27142,1,1,17,1000.0,2,4,3.9
41804,0,0,18,400.0,4,8,3.5
24551,1,0,18,300.0,2,10,3.8
41839,1,0,17,300.0,4,8,3.1
39450,0,0,3,300.0,1,3,3.4
19162,0,0,17,3000.0,4,10,4.1
44543,0,0,17,300.0,4,8,3.6
4093,1,0,8,350.0,2,7,4.1
41764,1,0,17,300.0,4,8,3.3
5417,1,0,17,200.0,2,8,3.8
51539,0,0,17,400.0,4,8,3.1
26477,0,1,17,1500.0,5,10,4.0
20357,1,0,17,1000.0,2,4,3.9
11416,0,0,6,250.0,4,8,3.5
51651,1,1,17,1700.0,5,10,4.4
3839,1,0,17,400.0,2,7,3.9
15369,0,0,0,400.0,3,7,4.0
1304,1,0,17,400.0,2,4,4.0
27200,1,1,17,1500.0,2,4,4.2
44903,1,0,17,500.0,2,6,4.0
34086,1,0,3,550.0,4,3,3.7
30210,0,0,17,250.0,2,10,3.7
42334,1,0,17,300.0,2,8,3.3
48168,0,0,17,700.0,4,4,4.2
4590,1,0,17,800.0,4,4,2.6
31372,1,0,17,750.0,4,4,3.9
19323,0,1,17,1400.0,6,10,4.2
17847,1,0,17,250.0,2,8,3.9
43247,0,1,17,3000.0,4,10,4.4
38055,1,0,17,600.0,2,8,2.5
6884,1,0,16,500.0,2,4,3.4
47493,1,0,13,200.0,2,10,3.1
10995,1,1,14,1000.0,4,4,4.1
29783,1,0,17,600.0,2,4,2.9
38261,0,0,17,750.0,2,3,4.3
45530,1,0,12,300.0,3,9,3.6
5376,1,0,17,300.0,2,8,3.4
38033,1,0,7,250.0,2,7,4.0
34752,0,1,17,2000.0,0,10,4.1
36836,1,0,17,800.0,4,3,4.0
25210,1,0,17,700.0,1,3,3.8
46418,1,0,17,250.0,2,8,3.2
32416,1,0,17,500.0,2,8,3.7
25340,1,0,13,150.0,2,10,3.8
50329,1,1,17,1500.0,2,4,4.2
16875,0,0,0,100.0,3,0,3.9
10395,1,1,17,800.0,4,4,4.1
36086,0,0,17,500.0,2,10,3.8
29046,1,0,17,600.0,4,3,3.7
27013,1,0,1,500.0,2,6,4.2
38485,1,0,0,400.0,3,10,3.5
6812,1,0,9,300.0,2,9,4.5
18241,0,0,17,250.0,2,2,3.5
466,1,0,17,200.0,2,8,3.4
13649,1,0,17,600.0,2,4,3.3
38279,0,0,17,500.0,2,4,3.4
40009,1,0,1,500.0,3,0,4.0
1920,1,0,9,350.0,3,7,3.7
41625,0,0,17,150.0,4,10,3.5
50230,1,0,17,300.0,2,8,3.7
2351,1,0,14,800.0,4,8,3.7
5459,0,0,17,200.0,2,8,3.8
2803,1,0,14,350.0,2,6,3.1
12245,1,0,14,200.0,2,8,3.3
48771,0,0,17,800.0,5,1,3.6
20854,0,0,17,300.0,2,8,3.3
25623,1,0,5,800.0,2,4,3.7
42846,0,0,20,400.0,2,8,3.4
38767,1,0,17,700.0,4,4,4.3
50552,1,0,17,550.0,2,4,3.1
80,1,0,17,500.0,2,10,3.8
32165,1,1,17,900.0,1,10,4.3
11054,0,1,17,1000.0,4,4,4.3
48200,0,1,17,1100.0,4,4,4.4
27574,1,0,17,300.0,2,9,3.6
40474,0,0,11,2500.0,5,10,3.7
41668,0,0,17,400.0,4,3,3.7
1284,1,0,17,200.0,2,2,3.9
49009,1,0,17,450.0,2,4,3.2
44581,0,0,17,200.0,4,8,3.5
3261,0,0,1,300.0,3,0,4.0
38465,0,0,3,450.0,3,3,4.0
42743,1,0,17,500.0,2,6,2.1
22159,1,0,17,400.0,2,8,3.6
14143,0,0,17,1600.0,4,4,3.1
20871,0,0,17,250.0,3,2,4.2
32564,1,0,17,500.0,2,8,3.8
22203,1,0,17,400.0,2,10,3.0
18107,1,0,17,600.0,2,4,4.1
33076,1,0,14,400.0,2,6,3.1
396,1,0,4,700.0,2,4,3.9
10065,0,0,17,700.0,2,4,3.2
24099,1,0,17,600.0,2,10,3.9
6027,0,0,14,450.0,4,8,3.4
18227,0,0,0,300.0,2,0,3.5
16243,1,0,17,350.0,2,8,3.8
5380,1,0,3,700.0,2,3,3.8
6068,0,1,17,1600.0,4,4,4.1
31173,1,0,18,200.0,4,8,4.2
15151,1,0,17,800.0,2,3,4.2
45082,1,0,18,200.0,2,8,3.6
34329,1,0,17,600.0,4,8,3.5
11642,1,0,17,800.0,1,3,4.3
24701,1,0,17,600.0,4,4,4.1
19646,1,0,17,700.0,2,4,2.8
44696,1,0,15,450.0,4,8,3.1
32264,1,0,17,400.0,2,8,3.8
45556,1,0,17,400.0,3,7,4.3
3478,1,0,17,250.0,4,2,4.4
35720,1,0,16,500.0,2,6,4.0
33873,1,0,17,450.0,4,8,3.8
6595,0,1,11,1100.0,5,10,4.1
42834,0,1,17,1200.0,2,5,4.4
450,1,0,17,300.0,2,8,3.6
23847,0,1,17,1350.0,5,10,3.8
51216,0,0,4,800.0,4,4,3.0
23196,1,0,17,600.0,4,4,4.0
22412,1,0,17,400.0,2,8,3.2
42764,0,0,14,350.0,2,8,3.6
34365,0,0,17,300.0,4,8,3.4
41016,1,0,17,600.0,2,4,4.0
47496,1,0,17,700.0,2,10,4.2
11731,1,0,17,1600.0,2,4,4.6
13665,1,0,17,150.0,2,2,3.7
2926,1,0,18,300.0,2,8,3.7
32410,1,0,17,300.0,2,6,3.7
34150,0,0,14,800.0,4,4,2.7
42320,1,0,17,800.0,2,6,3.9
44494,0,0,14,500.0,4,4,3.3
41720,1,0,17,800.0,4,4,3.5
19628,1,0,15,600.0,2,4,3.3
37536,1,0,14,400.0,4,10,3.3
3609,0,0,17,1000.0,4,4,3.6
26925,1,0,17,400.0,2,6,3.6
19569,1,0,17,100.0,2,8,4.0
26871,1,0,17,500.0,2,9,3.7
3711,0,0,17,200.0,4,8,3.3
36817,1,0,17,750.0,4,4,3.7
29703,1,0,17,350.0,2,6,4.0
15885,1,0,17,250.0,2,10,4.0
4505,1,0,1,400.0,3,0,3.3
34968,1,0,17,300.0,2,10,4.5
35398,1,0,4,600.0,2,4,3.9
17643,1,0,17,300.0,2,8,4.2
46335,1,0,17,400.0,2,7,4.0
37148,0,0,6,1000.0,4,4,3.4
40553,0,0,17,400.0,1,10,3.2
21151,0,0,17,900.0,4,3,3.5
51654,0,1,17,1500.0,5,10,4.2
28824,0,0,17,400.0,4,8,2.9
12384,0,0,17,1400.0,3,10,4.3
20286,1,0,17,250.0,2,2,4.4
22023,1,0,17,900.0,2,4,3.8
21816,1,1,17,800.0,1,10,4.3
49785,1,0,17,250.0,4,10,2.7
35951,0,0,14,200.0,2,8,3.3
49544,1,0,17,600.0,3,10,3.9
29417,1,0,17,600.0,2,8,3.1
21453,1,0,17,400.0,4,10,3.9
9019,1,0,7,300.0,2,7,4.1
40468,0,1,17,1100.0,5,1,3.7
17789,1,0,17,750.0,2,4,3.3
42576,1,0,17,650.0,2,4,4.0
19637,1,0,14,300.0,2,8,3.7
19470,1,0,17,400.0,1,3,2.9
32241,1,0,17,250.0,2,8,4.0
16022,0,0,17,250.0,2,4,3.7
50274,1,0,8,300.0,2,7,4.0
46368,1,0,0,400.0,2,7,3.4
43815,0,0,17,300.0,4,8,3.4
23872,0,0,17,700.0,1,10,3.8
18837,0,0,17,600.0,4,10,4.0
36921,1,0,17,400.0,4,8,4.3
17651,1,0,17,600.0,2,4,3.9
31385,1,0,17,250.0,4,10,3.5
27737,1,0,17,600.0,2,9,3.6
46993,0,0,6,500.0,4,4,3.9
6035,1,0,17,600.0,4,10,3.5
11123,1,0,17,1000.0,4,4,3.5
51646,0,1,17,1700.0,5,10,4.3
10641,0,0,18,150.0,4,8,3.4
8947,1,0,15,600.0,2,4,3.5
47946,1,0,15,450.0,2,4,3.5
14741,1,1,17,1300.0,2,10,4.4
40743,0,0,17,800.0,2,6,3.1
45548,1,1,17,1000.0,3,10,4.3
49473,0,0,17,150.0,2,2,3.4
39162,1,0,17,750.0,4,4,4.1
4750,0,0,17,500.0,4,10,3.7
40116,0,0,17,500.0,4,4,4.2
38890,0,0,11,1500.0,4,5,3.4
31809,1,0,17,300.0,4,8,3.9
44628,0,0,15,250.0,4,8,3.2
31439,1,0,4,800.0,4,4,3.5
36806,1,0,17,450.0,4,3,4.3
32724,1,0,17,500.0,2,8,4.1
2907,1,0,17,1000.0,2,10,4.0
3420,0,0,18,300.0,4,8,3.2
794,1,0,4,150.0,4,8,3.8
23026,0,0,17,500.0,3,8,3.3
35355,1,0,17,300.0,2,8,4.0
15034,0,0,14,600.0,2,4,3.6
6042,1,1,17,1500.0,4,4,4.3
37120,1,0,17,300.0,4,8,3.5
33312,0,0,17,900.0,2,10,4.7
29551,1,0,8,300.0,2,7,4.6
15892,1,0,17,800.0,2,4,4.0
43416,1,0,17,650.0,4,3,3.8
48969,1,0,7,200.0,2,7,3.8
25137,1,0,15,300.0,4,8,3.2
8773,1,0,17,500.0,2,8,4.1
16044,1,0,17,200.0,2,8,3.2
34791,1,1,3,1000.0,1,3,4.4
22049,1,0,16,400.0,2,6,3.8
47958,0,0,18,100.0,2,8,3.1
21116,1,0,17,300.0,4,3,3.9
33465,0,0,17,600.0,2,4,3.6
1446,1,0,16,500.0,2,6,3.9
45871,1,1,17,1500.0,4,4,4.2
2071,1,0,17,400.0,4,8,3.8
11803,1,0,17,600.0,2,6,3.9
9103,1,0,17,550.0,2,4,3.6
43513,0,0,3,400.0,4,3,3.3
24083,1,0,17,550.0,2,5,3.4
733,0,0,17,200.0,4,8,3.3
39526,1,0,2,400.0,2,8,3.4
22219,1,0,14,250.0,2,8,3.4
20083,1,0,17,500.0,2,8,3.8
18741,1,0,17,1100.0,4,4,4.2
18317,0,0,17,1000.0,2,1,2.4
34764,1,1,17,1000.0,1,3,4.2
36749,1,0,14,1000.0,4,4,4.2
3640,1,0,17,250.0,4,8,3.8
28994,1,0,17,350.0,4,8,3.8
4612,0,0,3,400.0,4,3,3.9
50800,1,0,17,400.0,2,8,3.7
47866,0,0,15,600.0,2,4,3.3
40130,0,0,17,1500.0,4,4,4.1
6341,1,1,17,1000.0,4,4,2.2
47781,0,0,17,1200.0,2,10,4.1
45315,0,0,1,400.0,2,10,4.1
42129,1,0,17,500.0,4,8,3.3
26312,1,0,13,400.0,4,8,3.8
15011,1,0,8,300.0,2,9,3.5
22033,1,0,17,200.0,2,8,3.3
7338,1,0,17,150.0,2,8,3.8
28252,0,0,17,200.0,3,8,3.5
42155,0,0,15,1200.0,5,10,3.4
20862,0,0,12,400.0,3,7,4.5
42326,1,0,2,400.0,2,8,3.4
30951,1,0,0,150.0,3,7,4.0
36338,0,0,17,250.0,2,8,3.3
38811,0,0,17,450.0,4,4,3.3
6549,1,0,17,400.0,4,4,3.6
46,1,0,15,300.0,2,8,3.6
3597,1,0,17,450.0,4,8,3.0
9808,1,0,15,400.0,2,6,2.9
38153,1,0,17,1000.0,2,4,4.0
30447,1,0,17,500.0,2,8,3.4
34666,0,1,17,2100.0,5,10,4.8
21412,1,0,15,500.0,4,8,3.6
32012,0,1,15,1200.0,5,1,4.1
46815,0,0,17,300.0,4,8,3.3
23771,1,0,14,250.0,4,8,3.4
13067,1,0,17,1500.0,4,4,4.2
6539,1,0,17,550.0,4,4,3.9
44829,1,0,17,1000.0,2,4,2.9
40684,1,0,17,600.0,2,6,4.1
27362,1,0,17,500.0,2,8,3.5
34713,0,1,17,1400.0,5,10,3.9
6378,1,0,17,500.0,4,8,3.6
8927,1,0,17,600.0,2,3,3.8
49441,0,0,17,250.0,2,8,3.8
22702,1,0,18,100.0,2,8,4.1
27296,1,0,17,400.0,2,8,4.0
28561,1,0,20,700.0,4,4,3.4
23658,1,0,15,300.0,4,8,3.1
17321,0,0,10,400.0,4,8,3.3
39549,1,0,13,400.0,2,8,3.8
37945,1,0,18,200.0,2,8,3.3
35312,1,0,17,500.0,2,6,3.6
32934,1,0,17,500.0,2,10,3.4
12887,1,0,18,200.0,4,8,3.7
4018,1,0,14,350.0,2,6,3.4
20955,1,0,17,600.0,3,3,4.2
36026,0,0,17,650.0,2,4,3.8
6742,1,1,17,600.0,0,10,4.3
26526,0,0,19,400.0,0,4,3.9
12140,1,0,14,300.0,2,8,3.2
30231,1,0,4,600.0,2,9,3.7
2147,0,0,17,250.0,4,8,2.9
3752,1,0,14,1200.0,0,4,4.0
7883,1,0,14,300.0,4,8,3.3
38735,0,1,17,2500.0,4,10,4.0
17699,1,0,17,550.0,2,10,4.0
11800,1,0,17,400.0,2,10,3.8
34192,1,0,18,200.0,4,8,4.2
48135,0,0,17,2000.0,4,4,3.7
4616,0,0,17,800.0,4,4,2.3
44500,1,0,17,600.0,4,3,3.3
38796,1,0,17,300.0,4,10,3.8
45220,1,0,17,350.0,2,6,3.2
22615,0,0,14,200.0,2,8,3.2
28684,0,0,17,200.0,4,8,4.1
20905,1,0,12,250.0,3,7,3.6
40984,1,0,17,400.0,2,10,4.3
43110,1,0,8,300.0,3,7,4.0
48986,1,0,17,400.0,2,10,3.4
37968,1,0,17,800.0,2,4,3.9
49489,0,0,17,300.0,2,10,3.0
2760,1,0,17,500.0,2,10,3.1
8943,1,0,17,550.0,2,4,3.9
39880,1,0,6,800.0,2,4,3.8
17710,1,0,2,200.0,2,8,3.1
23459,1,1,17,1200.0,4,5,4.4
9558,0,0,17,500.0,2,3,3.2
44078,1,1,17,600.0,2,4,3.8
42606,1,0,17,100.0,2,8,3.7
803,1,0,17,300.0,4,8,3.7
22316,1,1,17,1300.0,2,10,4.0
18745,0,0,17,700.0,4,3,4.2
10179,1,0,10,400.0,2,8,3.1
30918,1,0,7,800.0,3,10,3.8
37368,0,0,10,200.0,4,8,3.3
32646,1,0,17,600.0,2,6,3.8
12835,0,0,17,950.0,4,5,3.3
20006,1,0,17,500.0,2,4,3.9
48481,1,0,17,250.0,4,8,3.8
34094,1,0,17,600.0,4,3,4.1
19184,0,1,17,2400.0,4,10,4.0
159,1,0,17,350.0,2,8,3.7
32900,1,0,17,400.0,2,9,3.5
19870,1,0,17,500.0,2,8,3.5
44006,1,0,2,650.0,2,6,4.1
1721,0,0,18,200.0,2,8,3.9
34991,1,0,17,400.0,2,8,4.0
24319,1,0,4,500.0,2,8,3.5
9362,1,0,17,300.0,2,8,4.4
2559,1,0,17,200.0,2,8,4.1
42410,1,0,17,500.0,2,4,3.9
15506,0,0,17,600.0,4,8,3.6
35122,1,0,17,300.0,2,8,4.2
1731,0,0,17,600.0,2,4,2.9
95,0,0,20,800.0,2,1,3.3
1019,1,0,17,400.0,2,9,3.5
28401,0,1,17,1000.0,4,1,4.7
48300,1,1,17,1200.0,4,4,3.8
22195,1,0,17,800.0,2,4,3.7
26865,1,0,17,1200.0,2,5,3.7
21758,0,1,17,900.0,0,4,3.9
28442,1,0,17,600.0,4,4,3.7
46247,1,0,15,600.0,2,4,4.1
1458,1,0,9,350.0,2,7,3.7
9022,1,0,17,400.0,2,8,3.8
11222,0,0,17,400.0,4,10,3.6
46043,0,0,17,300.0,4,8,3.6
41380,1,0,14,750.0,2,4,3.7
29267,1,1,17,1300.0,0,4,4.2
40540,0,0,17,700.0,1,3,3.6
30844,1,0,17,200.0,2,8,3.5
41657,1,0,17,250.0,4,3,3.6
33556,0,0,17,300.0,2,6,3.2
51274,0,0,3,150.0,4,3,2.9
46073,0,1,17,1600.0,5,10,4.0
25280,1,1,17,850.0,2,4,3.6
40306,0,0,17,550.0,4,4,2.7
